flight_id,flight_number,origin,destination,tail_number,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,distance_km,status,delay_minutes,delay_reason
3471,BF4471,GRU,FLN,PR-BFY16,2025-11-15T18:26,2025-11-15T19:20,2025-11-15T18:26,2025-11-15T19:26,800,COMPLETED,0,none
3472,BF4472,SDU,BEL,PR-BFY06,2025-09-05T14:33,2025-09-05T18:10,2025-09-05T14:33,2025-09-05T18:11,2800,COMPLETED,0,none
3473,BF4473,SDU,GRU,PR-BFY18,2025-07-04T22:51,2025-07-04T23:41,2025-07-04T22:51,2025-07-04T23:44,400,COMPLETED,0,none
3474,BF4474,CWB,MCZ,PR-BFY05,2026-05-26T05:50,2026-05-26T09:33,2026-05-26T09:31,2026-05-26T13:23,2800,COMPLETED,221,mechanical
3475,BF4475,JPA,POA,PR-BFY11,2025-08-04T08:25,2025-08-04T11:54,2025-08-04T08:25,2025-08-04T11:50,2800,COMPLETED,0,none
3476,BF4476,AJU,REC,PR-BFY01,2025-06-17T19:08,2025-06-17T20:05,2025-06-17T19:08,2025-06-17T20:12,600,COMPLETED,0,none
3477,BF4477,BEL,FLN,PR-BFY09,2025-07-02T23:31,2025-07-03T03:52,2025-07-02T23:31,2025-07-03T03:52,3500,COMPLETED,0,none
3478,BF4478,GRU,IGU,PR-BFY20,2026-02-17T03:12,2026-02-17T04:29,2026-02-17T05:29,2026-02-17T06:53,800,COMPLETED,137,operational
3479,BF4479,CWB,CGH,PR-BFY14,2025-06-17T23:05,2025-06-18T00:03,2025-06-17T23:05,2025-06-18T00:08,800,COMPLETED,0,none
3480,BF4480,FLN,SLZ,PR-BFY14,2025-12-07T00:34,2025-12-07T04:00,2025-12-07T02:28,2025-12-07T06:00,2800,COMPLETED,114,weather
3481,BF4481,BEL,SDU,PR-BFY13,2025-11-08T14:31,2025-11-08T18:07,2025-11-08T14:31,2025-11-08T18:16,2800,COMPLETED,0,none
3482,BF4482,POA,IGU,PR-BFY05,2025-11-21T01:19,2025-11-21T01:48,2025-11-21T01:19,2025-11-21T01:56,500,COMPLETED,183,atc
3483,BF4483,MCP,NAT,PR-BFY18,2025-06-17T18:28,2025-06-17T21:16,2025-06-17T18:28,2025-06-17T21:17,2000,COMPLETED,40,weather
3484,BF4484,FLN,GRU,PR-BFY03,2025-12-21T11:36,2025-12-21T12:41,2025-12-21T11:36,2025-12-21T12:50,800,COMPLETED,0,none
3485,BF4485,MAO,NAT,PR-BFY09,2025-06-12T05:33,2025-06-12T07:59,2025-06-12T05:33,2025-06-12T07:57,2000,COMPLETED,0,none
3486,BF4486,BVB,REC,PR-BFY10,2026-01-21T22:45,2026-01-22T01:28,2026-01-21T22:45,2026-01-22T01:32,2000,COMPLETED,58,crew
3487,BF4487,VCP,JPA,PR-BFY12,2025-08-28T20:43,2025-08-28T22:56,2025-08-28T20:43,2025-08-28T22:52,1800,COMPLETED,0,none
3488,BF4488,GYN,CWB,PR-BFY14,2026-04-17T18:17,2026-04-17T19:48,2026-04-17T18:17,2026-04-17T19:45,1300,COMPLETED,0,none
3489,BF4489,SSA,BSB,PR-BFY13,2025-07-11T23:50,2025-07-12T02:13,2025-07-11T23:50,2025-07-12T02:12,1700,COMPLETED,0,none
3490,BF4490,SSA,GRU,PR-BFY11,2025-12-04T07:15,2025-12-04T09:47,2025-12-04T07:15,2025-12-04T09:55,1800,COMPLETED,0,none
3491,BF4491,FLN,SLZ,PR-BFY06,2025-09-17T16:19,2025-09-17T19:57,2025-09-17T16:19,2025-09-17T19:57,2800,COMPLETED,0,none
3492,BF4492,REC,PMW,PR-BFY17,2025-09-28T23:12,2025-09-29T01:54,2025-09-28T23:12,2025-09-29T01:52,2000,COMPLETED,0,none
3493,BF4493,BSB,SDU,PR-BFY14,2025-11-26T17:53,2025-11-26T19:01,2025-11-26T17:53,2025-11-26T19:06,900,COMPLETED,126,atc
3494,BF4494,FOR,MAO,PR-BFY16,2026-01-04T00:22,2026-01-04T03:03,2026-01-04T00:22,2026-01-04T03:11,2000,COMPLETED,0,none
3495,BF4495,REC,GRU,PR-BFY09,2026-03-18T16:56,2026-03-18T19:09,2026-03-18T19:32,2026-03-18T21:48,1800,COMPLETED,156,operational
3496,BF4496,NAT,CWB,PR-BFY03,2026-05-12T20:14,2026-05-12T23:44,2026-05-12T21:28,2026-05-13T00:59,2800,COMPLETED,74,mechanical
3497,BF4497,SSA,CWB,PR-BFY17,2026-02-06T22:32,2026-02-07T02:13,2026-02-06T22:32,2026-02-07T02:13,2800,COMPLETED,0,none
3498,BF4498,THE,JPA,PR-BFY03,2026-05-22T17:56,2026-05-22T18:39,2026-05-22T17:56,2026-05-22T18:42,600,COMPLETED,0,none
3499,BF4499,AJU,VCP,PR-BFY14,2025-12-29T23:54,2025-12-30T02:15,2025-12-29T23:54,2025-12-30T02:15,1800,COMPLETED,0,none
3500,BF4500,IGU,CWB,PR-BFY14,2025-08-27T14:24,2025-08-27T15:17,2025-08-27T14:24,2025-08-27T15:27,500,COMPLETED,0,none
3501,BF4501,CGB,POA,PR-BFY03,2025-11-11T03:01,2025-11-11T04:36,2025-11-11T03:01,2025-11-11T04:41,1300,COMPLETED,0,none
3502,BF4502,MAO,POA,PR-BFY17,2026-04-14T08:41,2026-04-14T13:02,2026-04-14T08:41,2026-04-14T13:11,3500,COMPLETED,0,none
3503,BF4503,JPA,NVT,PR-BFY19,2025-11-21T00:03,2025-11-21T03:52,2025-11-21T00:03,2025-11-21T03:48,2800,COMPLETED,0,none
3504,BF4504,BSB,FLN,PR-BFY02,2025-10-12T18:08,2025-10-12T19:36,2025-10-12T18:08,2025-10-12T19:37,1300,COMPLETED,0,none
3505,BF4505,VCP,BEL,PR-BFY09,2026-01-25T07:39,2026-01-25T11:17,2026-01-25T07:39,2026-01-25T11:17,2800,COMPLETED,0,none
3506,BF4506,SDU,CNF,PR-BFY20,2025-12-22T10:42,2025-12-22T11:26,2025-12-22T10:42,2025-12-22T11:30,400,COMPLETED,0,none
3507,BF4507,CNF,REC,PR-BFY14,2026-03-05T20:25,2026-03-05T22:43,2026-03-05T20:25,2026-03-05T22:46,1800,COMPLETED,0,none
3508,BF4508,MCZ,SLZ,PR-BFY09,2025-07-06T21:50,2025-07-06T22:55,2025-07-06T21:50,2025-07-06T22:51,600,COMPLETED,177,weather
3509,BF4509,GRU,MCP,PR-BFY11,2025-10-27T12:49,2025-10-27T16:15,2025-10-27T12:49,2025-10-27T16:12,2800,COMPLETED,0,none
3510,BF4510,BVB,GYN,PR-BFY16,2026-04-16T09:40,2026-04-16T12:23,2026-04-16T09:40,2026-04-16T12:30,2000,COMPLETED,218,crew
3511,BF4511,GIG,FLN,PR-BFY13,2026-01-24T14:26,2026-01-24T15:24,2026-01-24T18:26,2026-01-24T19:26,800,COMPLETED,240,operational
3512,BF4512,CGH,MCZ,PR-BFY05,2026-04-15T12:26,2026-04-15T14:46,2026-04-15T12:26,2026-04-15T14:53,1800,COMPLETED,0,none
3513,BF4513,SSA,SDU,PR-BFY20,2025-07-06T00:13,2025-07-06T02:38,2025-07-06T00:13,2025-07-06T02:42,1800,COMPLETED,0,none
3514,BF4514,NAT,VCP,PR-BFY14,2025-08-17T23:27,2025-08-18T01:51,2025-08-17T23:27,2025-08-18T01:57,1800,COMPLETED,0,none
3515,BF4515,IGU,MAO,PR-BFY03,2025-09-20T19:43,2025-09-21T00:20,2025-09-20T19:43,2025-09-21T00:20,3500,COMPLETED,0,none
3516,BF4516,RBR,PMW,PR-BFY18,2026-02-16T06:18,2026-02-16T07:48,2026-02-16T06:18,2026-02-16T07:49,1200,COMPLETED,0,none
3517,BF4517,GYN,RBR,PR-BFY18,2025-06-15T06:42,2025-06-15T09:23,2025-06-15T06:42,2025-06-15T09:28,2000,COMPLETED,0,none
3518,BF4518,SDU,VCP,PR-BFY13,2025-09-24T13:44,2025-09-24T14:16,2025-09-24T15:05,2025-09-24T15:43,400,COMPLETED,81,atc
3519,BF4519,SSA,AJU,PR-BFY16,2025-12-12T10:04,2025-12-12T10:48,2025-12-12T10:04,2025-12-12T10:43,600,COMPLETED,0,none
3520,BF4520,MCP,CWB,PR-BFY20,2025-07-30T20:18,2025-07-31T00:51,2025-07-30T20:18,2025-07-31T00:49,3500,COMPLETED,0,none
3521,BF4521,REC,VCP,PR-BFY10,2026-04-29T02:39,2026-04-29T04:59,2026-04-29T02:39,2026-04-29T05:02,1800,COMPLETED,0,none
3522,BF4522,GIG,MCP,PR-BFY14,2026-01-10T10:02,2026-01-10T13:41,2026-01-10T10:02,2026-01-10T13:39,2800,COMPLETED,0,none
3523,BF4523,PMW,CGB,PR-BFY19,2025-10-08T12:01,2025-10-08T14:37,2025-10-08T12:01,2025-10-08T14:42,2000,COMPLETED,0,none
3524,BF4524,SSA,CGB,PR-BFY19,2026-04-17T09:07,2026-04-17T11:18,2026-04-17T09:07,2026-04-17T11:23,1700,COMPLETED,0,none
3525,BF4525,RBR,CGH,PR-BFY07,2026-05-17T13:13,2026-05-17T16:33,2026-05-17T13:13,2026-05-17T16:36,2800,COMPLETED,0,none
3526,BF4526,MCZ,BVB,PR-BFY16,2026-01-09T18:17,2026-01-09T20:44,2026-01-09T18:17,2026-01-09T20:54,2000,COMPLETED,0,none
3527,BF4527,GIG,POA,PR-BFY19,2026-03-26T22:28,2026-03-26T23:43,2026-03-26T22:28,2026-03-26T23:38,800,COMPLETED,0,none
3528,BF4528,CGB,BEL,PR-BFY10,2025-07-10T03:40,2025-07-10T06:15,2025-07-10T03:40,2025-07-10T06:17,2000,COMPLETED,0,none
3529,BF4529,BVB,GIG,PR-BFY02,2026-02-07T18:50,2026-02-07T22:16,2026-02-07T18:50,2026-02-07T22:14,2800,COMPLETED,0,none
3530,BF4530,AJU,CGH,PR-BFY15,2025-08-19T22:42,2025-08-20T00:50,2025-08-19T22:42,2025-08-20T00:59,1800,COMPLETED,0,none
3531,BF4531,BVB,GYN,PR-BFY09,2025-12-27T12:33,2025-12-27T15:12,2025-12-27T12:33,2025-12-27T15:09,2000,COMPLETED,0,none
3532,BF4532,THE,FOR,PR-BFY13,2026-05-19T06:15,2026-05-19T06:54,2026-05-19T08:03,2026-05-19T08:47,600,COMPLETED,108,atc
3533,BF4533,CGB,GIG,PR-BFY18,2025-11-10T13:35,2025-11-10T14:42,,,900,CANCELLED,202,operational
3534,BF4534,CWB,PMW,PR-BFY18,2026-02-28T09:44,2026-02-28T14:10,2026-02-28T12:49,2026-02-28T17:17,3500,COMPLETED,185,atc
3535,BF4535,POA,FLN,PR-BFY20,2026-02-10T12:16,2026-02-10T13:00,2026-02-10T15:49,2026-02-10T16:39,500,COMPLETED,213,weather
3536,BF4536,CGR,BVB,PR-BFY13,2026-05-22T04:54,2026-05-22T07:25,2026-05-22T04:54,2026-05-22T07:33,2000,COMPLETED,0,none
3537,BF4537,CGH,CNF,PR-BFY06,2025-12-09T03:22,2025-12-09T04:02,2025-12-09T03:22,2025-12-09T04:10,400,COMPLETED,0,none
3538,BF4538,GYN,BSB,PR-BFY13,2026-01-06T20:59,2026-01-06T21:55,2026-01-06T21:18,2026-01-06T22:17,700,COMPLETED,19,weather
3539,BF4539,BEL,NAT,PR-BFY19,2026-04-20T17:44,2026-04-20T20:24,2026-04-20T17:44,2026-04-20T20:34,2000,COMPLETED,0,none
3540,BF4540,SSA,MAO,PR-BFY02,2025-11-26T19:25,2025-11-26T21:54,2025-11-26T19:25,2025-11-26T21:59,2000,COMPLETED,104,mechanical
3541,BF4541,REC,SLZ,PR-BFY02,2025-11-05T20:01,2025-11-05T20:51,2025-11-05T20:01,2025-11-05T20:58,600,COMPLETED,0,none
3542,BF4542,GIG,SSA,PR-BFY03,2025-06-19T11:52,2025-06-19T14:03,2025-06-19T11:52,2025-06-19T13:58,1800,COMPLETED,0,none
3543,BF4543,IGU,POA,PR-BFY02,2025-06-23T17:57,2025-06-23T18:45,2025-06-23T17:57,2025-06-23T18:54,500,COMPLETED,0,none
3544,BF4544,FLN,SSA,PR-BFY17,2025-12-14T09:31,2025-12-14T13:09,2025-12-14T12:05,2025-12-14T15:43,2800,COMPLETED,154,weather
3545,BF4545,CWB,POA,PR-BFY19,2025-08-11T06:20,2025-08-11T06:59,2025-08-11T06:20,2025-08-11T07:05,500,COMPLETED,0,none
3546,BF4546,BEL,MAO,PR-BFY15,2025-11-20T02:31,2025-11-20T04:12,2025-11-20T02:31,2025-11-20T04:20,1200,COMPLETED,0,none
3547,BF4547,FLN,THE,PR-BFY08,2025-11-30T00:50,2025-11-30T04:21,2025-11-30T00:50,2025-11-30T04:31,2800,COMPLETED,0,none
3548,BF4548,POA,PMW,PR-BFY02,2026-02-15T06:21,2026-02-15T10:55,2026-02-15T06:21,2026-02-15T11:05,3500,COMPLETED,0,none
3549,BF4549,IGU,SDU,PR-BFY07,2025-09-05T17:32,2025-09-05T18:39,2025-09-05T17:32,2025-09-05T18:36,800,COMPLETED,0,none
3550,BF4550,GYN,MCP,PR-BFY09,2026-02-07T12:24,2026-02-07T15:10,2026-02-07T13:28,2026-02-07T16:11,2000,COMPLETED,64,mechanical
3551,BF4551,BSB,CGH,PR-BFY20,2026-05-07T20:33,2026-05-07T21:59,2026-05-07T20:33,2026-05-07T22:03,900,COMPLETED,0,none
3552,BF4552,GYN,IGU,PR-BFY19,2026-03-23T01:11,2026-03-23T03:05,2026-03-23T01:11,2026-03-23T03:15,1300,COMPLETED,0,none
3553,BF4553,NVT,SSA,PR-BFY07,2025-07-16T13:14,2025-07-16T17:04,2025-07-16T13:14,2025-07-16T16:59,2800,COMPLETED,0,none
3554,BF4554,THE,BEL,PR-BFY12,2025-06-09T00:18,2025-06-09T02:59,2025-06-09T02:29,2025-06-09T05:12,2000,COMPLETED,131,weather
3555,BF4555,MAO,MCZ,PR-BFY01,2026-04-15T04:18,2026-04-15T07:04,2026-04-15T04:18,2026-04-15T07:11,2000,COMPLETED,0,none
3556,BF4556,REC,CNF,PR-BFY16,2026-02-05T13:12,2026-02-05T15:22,2026-02-05T13:12,2026-02-05T15:24,1800,COMPLETED,0,none
3557,BF4557,BEL,NAT,PR-BFY14,2025-12-10T13:00,2025-12-10T15:42,2025-12-10T13:00,2025-12-10T15:49,2000,COMPLETED,0,none
3558,BF4558,NAT,GIG,PR-BFY03,2025-08-04T09:57,2025-08-04T12:27,2025-08-04T09:57,2025-08-04T12:27,1800,COMPLETED,47,mechanical
3559,BF4559,CGB,AJU,PR-BFY04,2025-09-30T03:53,2025-09-30T06:00,2025-09-30T03:53,2025-09-30T05:57,1700,COMPLETED,0,none
3560,BF4560,NAT,SSA,PR-BFY13,2025-09-15T20:35,2025-09-15T21:36,2025-09-15T20:35,2025-09-15T21:40,600,COMPLETED,0,none
3561,BF4561,MAO,BEL,PR-BFY13,2026-01-18T21:43,2026-01-18T23:17,2026-01-18T21:43,2026-01-18T23:20,1200,COMPLETED,0,none
3562,BF4562,PMW,POA,PR-BFY10,2025-11-04T09:22,2025-11-04T13:39,2025-11-04T09:22,2025-11-04T13:42,3500,COMPLETED,0,none
3563,BF4563,PMW,VCP,PR-BFY13,2025-08-19T15:28,2025-08-19T19:04,,,2800,CANCELLED,212,weather
3564,BF4564,PMW,IGU,PR-BFY02,2025-10-15T14:12,2025-10-15T18:40,2025-10-15T14:12,2025-10-15T18:39,3500,COMPLETED,0,none
3565,BF4565,BSB,NAT,PR-BFY17,2025-08-13T00:17,2025-08-13T02:36,2025-08-13T00:17,2025-08-13T02:44,1700,COMPLETED,0,none
3566,BF4566,CGR,BEL,PR-BFY03,2025-08-12T14:40,2025-08-12T17:17,2025-08-12T14:40,2025-08-12T17:27,2000,COMPLETED,0,none
3567,BF4567,CGB,NVT,PR-BFY07,2025-09-06T23:56,2025-09-07T01:28,2025-09-07T00:30,2025-09-07T02:04,1300,COMPLETED,34,weather
3568,BF4568,GYN,POA,PR-BFY06,2025-12-12T09:30,2025-12-12T10:58,2025-12-12T09:30,2025-12-12T11:07,1300,COMPLETED,0,none
3569,BF4569,FOR,BSB,PR-BFY10,2026-03-11T09:11,2026-03-11T11:08,2026-03-11T11:36,2026-03-11T13:40,1700,COMPLETED,145,atc
3570,BF4570,IGU,REC,PR-BFY14,2025-07-04T15:34,2025-07-04T19:17,2025-07-04T15:34,2025-07-04T19:27,2800,COMPLETED,0,none
3571,BF4571,GIG,NAT,PR-BFY01,2025-11-20T18:02,2025-11-20T20:31,2025-11-20T18:02,2025-11-20T20:37,1800,COMPLETED,0,none
3572,BF4572,SSA,NVT,PR-BFY04,2026-05-18T13:11,2026-05-18T16:53,2026-05-18T13:11,2026-05-18T16:53,2800,COMPLETED,0,none
3573,BF4573,SSA,SDU,PR-BFY18,2025-07-01T10:26,2025-07-01T12:40,2025-07-01T10:26,2025-07-01T12:47,1800,COMPLETED,0,none
3574,BF4574,CGH,THE,PR-BFY02,2026-01-05T07:27,2026-01-05T09:35,2026-01-05T07:27,2026-01-05T09:37,1800,COMPLETED,0,none
3575,BF4575,GYN,PMW,PR-BFY09,2025-09-26T20:16,2025-09-26T22:48,2025-09-26T20:16,2025-09-26T22:55,2000,COMPLETED,0,none
3576,BF4576,JPA,NVT,PR-BFY11,2026-05-07T06:06,2026-05-07T09:35,2026-05-07T08:57,2026-05-07T12:22,2800,COMPLETED,171,mechanical
3577,BF4577,THE,PMW,PR-BFY19,2025-11-15T23:37,2025-11-16T02:16,2025-11-15T23:37,2025-11-16T02:19,2000,COMPLETED,0,none
3578,BF4578,CGH,JPA,PR-BFY20,2026-05-21T06:57,2026-05-21T09:22,2026-05-21T08:28,2026-05-21T10:51,1800,COMPLETED,91,weather
3579,BF4579,IGU,THE,PR-BFY18,2025-07-09T15:38,2025-07-09T19:01,2025-07-09T15:38,2025-07-09T19:07,2800,COMPLETED,0,none
3580,BF4580,NAT,GIG,PR-BFY15,2025-10-15T18:32,2025-10-15T20:49,2025-10-15T18:32,2025-10-15T20:56,1800,COMPLETED,0,none
3581,BF4581,GRU,SSA,PR-BFY20,2025-12-19T21:40,2025-12-19T23:50,2025-12-19T21:40,2025-12-19T23:47,1800,COMPLETED,100,mechanical
3582,BF4582,GYN,AJU,PR-BFY01,2026-03-17T19:05,2026-03-17T21:25,2026-03-17T23:03,2026-03-18T01:23,1700,COMPLETED,238,mechanical
3583,BF4583,SDU,BSB,PR-BFY18,2025-08-22T08:14,2025-08-22T09:24,2025-08-22T08:14,2025-08-22T09:19,900,COMPLETED,0,none
3584,BF4584,THE,REC,PR-BFY20,2026-04-28T16:21,2026-04-28T17:07,2026-04-28T16:21,2026-04-28T17:06,600,COMPLETED,0,none
3585,BF4585,GYN,BSB,PR-BFY20,2026-02-24T00:15,2026-02-24T01:14,2026-02-24T00:15,2026-02-24T01:15,700,COMPLETED,143,crew
3586,BF4586,MCZ,VCP,PR-BFY03,2025-06-04T02:28,2025-06-04T04:46,2025-06-04T02:28,2025-06-04T04:51,1800,COMPLETED,0,none
3587,BF4587,SSA,CGR,PR-BFY04,2026-02-02T04:14,2026-02-02T06:40,2026-02-02T06:55,2026-02-02T09:27,1700,COMPLETED,161,crew
3588,BF4588,GRU,PMW,PR-BFY05,2025-09-27T15:18,2025-09-27T19:01,2025-09-27T15:18,2025-09-27T18:58,2800,COMPLETED,27,weather
3589,BF4589,PMW,FOR,PR-BFY19,2025-11-26T01:42,2025-11-26T04:08,2025-11-26T03:21,2025-11-26T05:57,2000,COMPLETED,99,weather
3590,BF4590,NAT,GRU,PR-BFY04,2025-11-08T14:20,2025-11-08T16:35,2025-11-08T14:20,2025-11-08T16:44,1800,COMPLETED,0,none
3591,BF4591,SSA,REC,PR-BFY12,2025-07-30T07:22,2025-07-30T08:24,2025-07-30T07:22,2025-07-30T08:20,600,COMPLETED,0,none
3592,BF4592,NVT,FOR,PR-BFY09,2026-04-26T01:32,2026-04-26T05:21,2026-04-26T04:13,2026-04-26T08:01,2800,COMPLETED,161,weather
3593,BF4593,PMW,THE,PR-BFY18,2026-03-06T03:42,2026-03-06T06:02,2026-03-06T05:37,2026-03-06T07:59,2000,COMPLETED,115,operational
3594,BF4594,NAT,CWB,PR-BFY18,2025-10-31T01:38,2025-10-31T05:05,2025-10-31T01:38,2025-10-31T05:03,2800,COMPLETED,0,none
3595,BF4595,IGU,BEL,PR-BFY01,2026-03-21T23:22,2026-03-22T03:48,2026-03-21T23:22,2026-03-22T03:44,3500,COMPLETED,0,none
3596,BF4596,FLN,CGB,PR-BFY08,2025-11-11T10:23,2025-11-11T11:59,2025-11-11T10:23,2025-11-11T12:08,1300,COMPLETED,182,operational
3597,BF4597,MCP,VCP,PR-BFY19,2026-05-11T00:07,2026-05-11T03:51,2026-05-11T01:20,2026-05-11T05:07,2800,COMPLETED,73,crew
3598,BF4598,BEL,NVT,PR-BFY11,2026-04-25T13:05,2026-04-25T17:27,2026-04-25T13:05,2026-04-25T17:30,3500,COMPLETED,0,none
3599,BF4599,GIG,BEL,PR-BFY19,2025-06-01T05:37,2025-06-01T09:06,2025-06-01T05:37,2025-06-01T09:02,2800,COMPLETED,0,none
3600,BF4600,CGR,SLZ,PR-BFY12,2026-04-16T12:23,2026-04-16T14:43,2026-04-16T12:23,2026-04-16T14:40,1700,COMPLETED,0,none
3601,BF4601,FLN,GRU,PR-BFY19,2026-02-04T05:44,2026-02-04T07:01,2026-02-04T08:02,2026-02-04T09:25,800,COMPLETED,138,operational
3602,BF4602,THE,PMW,PR-BFY04,2026-01-04T15:35,2026-01-04T18:20,2026-01-04T15:35,2026-01-04T18:18,2000,COMPLETED,0,none
3603,BF4603,CGH,REC,PR-BFY14,2026-05-11T04:16,2026-05-11T06:33,2026-05-11T06:26,2026-05-11T08:49,1800,COMPLETED,130,operational
3604,BF4604,CWB,SSA,PR-BFY13,2025-09-18T02:57,2025-09-18T06:33,2025-09-18T02:57,2025-09-18T06:33,2800,COMPLETED,0,none
3605,BF4605,AJU,NAT,PR-BFY07,2025-10-31T23:33,2025-11-01T00:17,2025-10-31T23:33,2025-11-01T00:12,600,COMPLETED,0,none
3606,BF4606,NAT,GRU,PR-BFY14,2025-12-05T17:45,2025-12-05T20:20,2025-12-05T17:45,2025-12-05T20:26,1800,COMPLETED,0,none
3607,BF4607,GRU,BVB,PR-BFY14,2026-04-12T22:29,2026-04-13T02:01,2026-04-12T22:29,2026-04-13T02:01,2800,COMPLETED,0,none
3608,BF4608,VCP,GYN,PR-BFY20,2025-09-05T06:39,2025-09-05T08:05,2025-09-05T06:39,2025-09-05T08:01,900,COMPLETED,0,none
3609,BF4609,MAO,RBR,PR-BFY15,2026-04-19T11:31,2026-04-19T13:19,2026-04-19T11:31,2026-04-19T13:25,1200,COMPLETED,0,none
3610,BF4610,CGH,BEL,PR-BFY13,2025-10-28T08:44,2025-10-28T12:22,2025-10-28T08:44,2025-10-28T12:21,2800,COMPLETED,0,none
3611,BF4611,GYN,REC,PR-BFY03,2026-05-08T02:30,2026-05-08T04:45,,,1700,CANCELLED,205,atc
3612,BF4612,CGH,SSA,PR-BFY06,2025-11-21T13:41,2025-11-21T15:57,2025-11-21T16:17,2025-11-21T18:33,1800,COMPLETED,156,mechanical
3613,BF4613,AJU,MCP,PR-BFY10,2025-06-24T15:39,2025-06-24T18:12,2025-06-24T15:39,2025-06-24T18:12,2000,COMPLETED,0,none
3614,BF4614,BSB,CNF,PR-BFY05,2025-11-16T19:29,2025-11-16T20:32,2025-11-16T19:29,2025-11-16T20:28,900,COMPLETED,0,none
3615,BF4615,BSB,MCZ,PR-BFY13,2025-11-15T07:47,2025-11-15T09:52,2025-11-15T07:47,2025-11-15T09:47,1700,COMPLETED,20,operational
3616,BF4616,NAT,CGB,PR-BFY05,2025-11-12T23:31,2025-11-13T01:49,2025-11-12T23:31,2025-11-13T01:55,1700,COMPLETED,0,none
3617,BF4617,BSB,POA,PR-BFY20,2026-04-15T16:25,2026-04-15T18:09,2026-04-15T16:25,2026-04-15T18:08,1300,COMPLETED,0,none
3618,BF4618,CGR,VCP,PR-BFY02,2025-09-08T10:12,2025-09-08T11:25,2025-09-08T10:12,2025-09-08T11:21,900,COMPLETED,0,none
3619,BF4619,BEL,FLN,PR-BFY10,2025-12-10T21:28,2025-12-11T01:48,2025-12-10T21:28,2025-12-11T01:53,3500,COMPLETED,0,none
3620,BF4620,FOR,SSA,PR-BFY09,2026-02-04T01:09,2026-02-04T01:51,2026-02-04T03:52,2026-02-04T04:29,600,COMPLETED,163,mechanical
3621,BF4621,CNF,FLN,PR-BFY11,2026-02-10T21:47,2026-02-10T23:07,2026-02-10T22:38,2026-02-10T23:53,800,COMPLETED,51,operational
3622,BF4622,GYN,SSA,PR-BFY11,2026-03-26T16:42,2026-03-26T19:03,2026-03-26T16:42,2026-03-26T19:09,1700,COMPLETED,0,none
3623,BF4623,BEL,GRU,PR-BFY18,2026-05-16T06:51,2026-05-16T10:28,2026-05-16T06:51,2026-05-16T10:37,2800,COMPLETED,0,none
3624,BF4624,FLN,GRU,PR-BFY04,2025-10-10T09:10,2025-10-10T10:01,2025-10-10T09:10,2025-10-10T10:01,800,COMPLETED,166,atc
3625,BF4625,GYN,PMW,PR-BFY20,2025-07-25T17:31,2025-07-25T20:20,2025-07-25T17:31,2025-07-25T20:17,2000,COMPLETED,0,none
3626,BF4626,THE,PMW,PR-BFY19,2026-01-24T09:45,2026-01-24T12:22,2026-01-24T09:45,2026-01-24T12:23,2000,COMPLETED,0,none
3627,BF4627,MAO,NAT,PR-BFY06,2025-09-04T21:56,2025-09-05T00:33,2025-09-04T21:56,2025-09-05T00:43,2000,COMPLETED,0,none
3628,BF4628,PMW,RBR,PR-BFY06,2026-05-28T22:48,2026-05-29T00:14,2026-05-28T22:48,2026-05-29T00:17,1200,COMPLETED,0,none
3629,BF4629,BEL,CGR,PR-BFY16,2026-02-19T19:31,2026-02-19T22:16,2026-02-19T19:31,2026-02-19T22:14,2000,COMPLETED,0,none
3630,BF4630,PMW,AJU,PR-BFY06,2026-03-13T15:58,2026-03-13T18:27,2026-03-13T18:02,2026-03-13T20:32,2000,COMPLETED,124,operational
3631,BF4631,FOR,NAT,PR-BFY06,2025-06-05T19:51,2025-06-05T20:41,2025-06-05T21:28,2025-06-05T22:14,600,COMPLETED,97,weather
3632,BF4632,REC,SSA,PR-BFY05,2026-01-14T08:25,2026-01-14T09:10,2026-01-14T08:25,2026-01-14T09:05,600,COMPLETED,0,none
3633,BF4633,AJU,CNF,PR-BFY12,2025-06-03T15:22,2025-06-03T17:29,2025-06-03T15:22,2025-06-03T17:33,1800,COMPLETED,0,none
3634,BF4634,CGB,VCP,PR-BFY02,2026-03-18T01:39,2026-03-18T02:44,2026-03-18T01:39,2026-03-18T02:41,900,COMPLETED,0,none
3635,BF4635,BVB,PMW,PR-BFY01,2025-12-13T22:10,2025-12-13T23:42,2025-12-13T22:10,2025-12-13T23:47,1200,COMPLETED,0,none
3636,BF4636,MAO,GIG,PR-BFY09,2026-02-14T21:01,2026-02-15T00:26,2026-02-14T21:01,2026-02-15T00:35,2800,COMPLETED,0,none
3637,BF4637,CGB,CNF,PR-BFY18,2025-07-07T23:48,2025-07-08T00:52,2025-07-07T23:48,2025-07-08T01:02,900,COMPLETED,0,none
3638,BF4638,PMW,MAO,PR-BFY07,2026-02-04T18:50,2026-02-04T20:19,2026-02-04T18:50,2026-02-04T20:20,1200,COMPLETED,0,none
3639,BF4639,GRU,JPA,PR-BFY18,2026-02-27T05:15,2026-02-27T07:36,2026-02-27T05:15,2026-02-27T07:38,1800,COMPLETED,0,none
3640,BF4640,BSB,NVT,PR-BFY15,2025-06-08T14:54,2025-06-08T16:34,2025-06-08T14:54,2025-06-08T16:39,1300,COMPLETED,37,weather
